id_solicitacao,idade,renda_mensal,tempo_emprego_meses,score_bureau,divida_renda,historico_atraso_12m,consultas_bureau_6m,valor_solicitado,num_parcelas,possui_imovel,tempo_relacionamento_banco_meses,canal,regiao,inadimplente
6652,20,10617.19,40,552,0.279,0,0,50623.71,48,1,37,App,Centro-Oeste,0
6653,60,2582.18,3,764,0.474,2,0,17237.95,36,0,152,App,Nordeste,0
6654,21,1200.0,16,690,0.15,0,1,6716.18,48,0,2,App,Sudeste,0
6655,46,5230.14,18,591,0.331,0,1,17113.86,24,0,29,Agência,Sul,0
6656,44,3722.4,23,615,0.732,1,3,6018.45,48,0,3,App,Sudeste,0
6657,19,1887.46,220,645,0.522,1,0,3707.36,48,0,50,App,Nordeste,0
6658,33,3899.61,4,717,0.566,0,0,7701.32,36,0,13,Correspondente,Sudeste,0
6659,47,2714.25,78,581,0.216,0,0,6210.21,60,0,71,App,Nordeste,0
6660,40,3014.57,0,662,0.254,0,2,16574.97,60,0,51,App,Centro-Oeste,0
6661,31,3215.03,11,694,0.154,1,0,24422.95,60,0,42,App,Nordeste,0
6662,40,7687.08,117,696,0.131,0,2,30573.19,12,1,27,App,Sudeste,0
6663,49,1868.22,9,700,0.624,1,1,3912.1,12,0,7,App,Sudeste,0
6664,40,3290.48,141,650,0.618,0,0,27525.91,48,1,48,App,Centro-Oeste,0
6665,27,5916.05,13,490,0.114,2,1,33125.74,36,0,61,Correspondente,Norte,0
6666,21,2279.19,2,676,0.249,1,2,13569.34,24,1,13,App,Sudeste,0
6667,24,4339.23,1,607,0.048,0,0,9039.2,36,0,25,App,Sudeste,0
6668,44,1865.19,3,608,0.287,0,0,5905.51,24,0,15,App,Sudeste,0
6669,48,2864.36,50,732,0.285,0,1,18989.26,24,1,12,Correspondente,Norte,0
6670,18,6590.9,78,686,0.096,1,2,53061.15,48,1,27,App,Sudeste,0
6671,49,3443.68,83,671,0.145,0,1,17538.34,36,1,110,Agência,Nordeste,0
6672,37,3116.29,15,588,0.356,1,1,17191.74,36,0,7,App,Sudeste,0
6673,46,3045.13,85,688,0.191,2,1,12107.67,24,0,0,App,Sudeste,0
6674,31,3944.49,13,568,0.611,0,0,29641.68,24,1,56,App,Nordeste,1
6675,18,5924.22,72,722,0.196,0,0,27334.06,24,1,40,App,Sudeste,0
6676,51,5957.14,110,668,0.048,1,1,35903.48,36,1,25,App,Sul,0
6677,18,2438.91,34,690,0.186,1,0,15092.07,36,1,2,App,Sul,0
6678,18,3295.73,20,615,0.083,0,0,21983.8,36,0,75,Agência,Centro-Oeste,0
6679,40,1747.38,24,548,0.087,0,0,6978.42,12,0,8,App,Sudeste,0
6680,26,2378.42,2,726,0.339,0,1,14480.01,36,1,24,Correspondente,Nordeste,0
6681,18,5135.03,19,647,0.304,0,0,20501.94,48,0,11,Agência,Sudeste,0
6682,34,2450.82,17,777,0.334,0,3,10348.94,36,0,7,Agência,Sudeste,0
6683,41,2785.5,8,525,0.524,1,2,8624.64,24,0,12,Agência,Norte,0
6684,29,2830.89,11,645,0.164,0,1,12940.57,36,0,69,App,Centro-Oeste,0
6685,26,1796.07,28,842,0.596,1,0,10749.53,12,0,51,Agência,Sudeste,0
6686,46,2749.24,35,850,0.125,0,4,17736.03,24,1,124,App,Nordeste,0
6687,47,2694.12,13,696,0.133,0,1,23298.61,12,1,83,Agência,Nordeste,0
6688,62,2347.7,20,723,0.288,0,2,16822.35,60,0,0,Agência,Sudeste,0
6689,56,2516.93,46,709,0.997,0,1,7865.65,48,0,22,App,Sudeste,0
6690,33,1945.91,39,669,0.798,0,1,3131.82,24,1,43,Agência,Nordeste,0
6691,23,4590.78,110,597,0.781,0,0,16045.4,36,1,8,App,Sudeste,0
6692,37,5577.52,13,612,0.458,1,1,41737.35,36,1,9,App,Sul,0
6693,44,5108.22,68,642,0.414,0,2,23295.94,36,0,47,Agência,Centro-Oeste,0
6694,42,6220.35,125,850,0.226,0,2,33547.67,12,0,34,App,Norte,0
6695,48,10263.08,89,656,0.113,1,2,67725.82,48,1,78,App,Centro-Oeste,0
6696,46,4357.41,24,567,0.177,0,0,15599.14,36,0,14,Correspondente,Centro-Oeste,0
6697,29,2339.01,10,642,0.232,1,0,17735.89,48,0,15,App,Norte,0
6698,35,2261.24,146,514,0.23,0,2,3948.14,24,1,1,App,Sudeste,0
6699,18,3035.04,17,679,0.611,1,0,10092.13,48,1,21,Agência,Sudeste,0
6700,43,3074.63,94,850,0.607,0,0,11125.97,12,0,82,Agência,Centro-Oeste,0
6701,50,1413.78,78,494,0.214,0,1,3960.92,36,0,8,App,Norte,0
6702,47,3739.43,25,828,0.693,0,2,31533.42,24,1,10,Agência,Nordeste,0
6703,24,5205.33,89,548,0.738,0,1,32825.99,24,0,16,App,Nordeste,0
6704,35,3557.37,29,745,0.439,0,1,9718.14,36,1,26,Agência,Nordeste,0
6705,29,1520.45,98,710,0.245,0,1,13556.37,36,1,1,App,Sudeste,0
6706,22,8051.21,33,697,0.469,0,0,56491.58,36,0,30,Agência,Centro-Oeste,0
6707,63,2609.97,85,581,0.436,0,1,6808.36,36,0,49,Correspondente,Sudeste,1
6708,54,7599.25,8,649,0.038,0,0,21632.61,48,0,64,App,Sul,0
6709,51,4239.05,121,739,0.09,1,3,19179.51,12,1,30,Agência,Sudeste,0
6710,37,1989.26,48,748,0.099,0,1,5339.32,24,1,5,Correspondente,Norte,0
6711,47,21131.08,69,541,0.556,0,1,93544.71,48,0,21,Agência,Sudeste,0
6712,35,3316.27,158,704,0.157,0,1,16525.62,36,1,5,App,Sudeste,0
6713,39,1772.82,131,504,0.329,1,2,11788.25,36,1,58,Agência,Norte,0
6714,44,5073.21,5,609,0.868,0,1,18578.89,48,0,41,App,Sul,1
6715,40,5715.23,79,678,0.207,0,4,17791.16,36,1,11,Agência,Sudeste,0
6716,49,3166.99,47,659,0.378,0,3,10645.56,60,0,1,App,Sudeste,0
6717,19,2275.98,52,850,0.248,0,2,8161.13,36,0,213,Agência,Sudeste,0
6718,42,13263.88,32,708,0.036,0,0,35369.45,48,0,32,App,Sul,0
6719,37,1200.0,54,552,0.149,0,1,4727.18,24,0,7,App,Sudeste,0
6720,36,2764.48,95,645,0.565,3,0,15495.82,24,0,89,App,Norte,0
6721,73,1565.62,26,551,0.068,0,2,5642.06,48,0,8,Agência,Nordeste,0
6722,34,1416.74,70,642,0.125,0,1,10011.94,36,0,14,Correspondente,Norte,0
6723,34,7342.92,33,777,0.178,0,1,20188.21,48,0,63,Correspondente,Sul,0
6724,24,2600.58,26,696,0.223,0,2,21004.58,60,0,12,Agência,Nordeste,0
6725,45,2983.81,28,691,0.364,0,2,19280.03,48,0,33,App,Sudeste,0
6726,56,2786.08,88,747,0.092,0,2,16548.57,24,0,5,App,Sudeste,0
6727,32,1808.64,105,640,0.62,0,3,7735.52,36,1,1,Agência,Sudeste,0
6728,22,2303.74,28,689,0.513,0,0,15582.93,36,1,103,App,Sudeste,0
6729,34,3117.22,43,567,0.147,0,1,9465.51,48,0,13,Agência,Centro-Oeste,0
6730,59,2838.95,6,582,0.219,1,2,10308.52,48,0,27,App,Nordeste,0
6731,33,3474.01,43,840,0.245,1,0,20508.07,24,0,12,App,Norte,0
6732,47,22839.23,4,719,0.479,0,2,106512.34,36,1,52,App,Sul,0
6733,38,1682.73,28,697,0.454,1,0,12557.7,24,0,7,Agência,Sudeste,0
6734,60,4344.44,7,645,0.091,0,1,23675.89,48,0,2,App,Sul,0
6735,39,4501.52,4,744,0.393,0,0,16540.77,36,0,1,Agência,Nordeste,0
6736,49,2216.28,39,529,0.416,0,0,12781.87,24,0,79,Agência,Nordeste,0
6737,47,7102.56,23,807,0.355,0,5,48565.33,12,0,0,Correspondente,Sudeste,0
6738,57,2058.91,5,666,0.469,0,1,12178.77,36,0,89,App,Norte,0
6739,56,2892.24,98,515,0.214,0,1,12741.61,24,0,38,Correspondente,Nordeste,0
6740,47,3107.85,15,781,0.266,0,1,17114.93,24,0,64,App,Sudeste,0
6741,41,3619.31,22,638,0.569,0,1,15203.49,24,0,148,Agência,Sudeste,0
6742,40,1984.75,1,727,0.572,0,0,15252.76,24,1,24,Agência,Sudeste,0
6743,50,3932.63,57,789,0.066,1,2,27829.68,12,0,69,Correspondente,Nordeste,0
6744,46,2988.26,52,719,0.701,0,1,22144.27,12,1,45,App,Nordeste,0
6745,37,6346.15,4,533,0.577,0,1,47095.99,48,0,23,App,Sul,0
6746,32,4173.0,56,625,0.505,1,2,36302.92,12,0,40,App,Nordeste,0
6747,30,3247.47,32,604,0.253,0,3,8193.61,36,1,12,Correspondente,Sul,0
6748,50,3669.79,51,594,0.412,0,1,27969.37,24,0,29,App,Centro-Oeste,0
6749,53,1354.41,30,738,0.498,0,1,2710.02,36,0,18,App,Sul,0
6750,46,11270.6,9,673,0.694,0,1,50938.14,48,1,69,Correspondente,Centro-Oeste,0
6751,36,5898.18,62,760,0.614,0,3,39702.93,36,1,3,Agência,Sudeste,0
6752,59,3923.69,19,534,0.153,0,2,8226.67,36,1,11,App,Sudeste,0
6753,34,4136.31,9,526,0.259,3,2,28656.51,24,0,2,Correspondente,Norte,0
6754,39,1200.0,32,677,0.298,0,2,6314.62,36,0,17,App,Sudeste,1
6755,42,1803.3,83,572,0.183,1,3,14207.37,36,0,17,App,Sudeste,0
6756,18,3818.8,1,665,0.537,0,0,14191.84,36,1,59,Agência,Sudeste,0
6757,65,3935.23,85,501,0.241,0,0,34132.2,12,0,146,App,Nordeste,0
6758,22,6121.96,61,573,0.384,0,2,26803.15,36,0,22,App,Sudeste,0
6759,41,3598.66,51,648,0.558,0,0,9737.8,36,1,21,App,Sudeste,0
6760,45,5148.42,156,600,0.768,0,1,9725.27,24,0,74,App,Sudeste,0
6761,27,1832.71,13,632,0.105,0,0,13609.04,36,0,94,App,Sul,0
6762,18,2169.22,82,618,0.185,0,2,16345.81,24,1,61,Agência,Sudeste,0
6763,37,2414.12,12,723,0.338,0,1,11578.86,48,0,40,App,Nordeste,0
6764,42,3261.36,31,431,0.107,0,0,15532.83,60,0,1,Correspondente,Nordeste,1
6765,49,6222.27,16,547,0.379,1,1,51562.26,60,1,113,Correspondente,Sul,0
6766,20,3347.06,46,472,0.343,0,0,12645.48,60,1,14,Agência,Sudeste,0
6767,27,7074.05,8,648,0.434,0,0,33151.34,12,1,16,App,Centro-Oeste,0
6768,64,2327.33,60,542,0.158,0,1,16558.64,24,0,10,Correspondente,Sudeste,1
6769,45,7423.86,1,702,0.32,0,0,41238.61,48,0,3,Agência,Norte,0
6770,18,2659.39,126,594,0.041,1,1,15371.96,48,0,29,App,Nordeste,0
6771,40,4170.06,0,567,0.36,0,1,33136.9,24,0,12,Agência,Sul,1
6772,32,1421.45,74,555,0.212,0,0,4331.31,12,0,37,Agência,Nordeste,1
6773,50,3403.52,9,723,0.111,0,1,24689.69,24,0,25,App,Norte,0
6774,33,3495.81,99,540,0.449,0,1,27405.04,12,1,36,Agência,Sul,0
6775,34,3879.73,8,591,0.562,1,2,25157.03,12,1,1,App,Norte,0
6776,22,3581.24,58,731,0.4,1,2,16064.98,24,1,44,App,Norte,1
6777,29,6229.38,50,747,0.395,0,2,47885.02,60,0,15,Agência,Sudeste,0
6778,38,2882.64,29,756,0.3,0,0,12194.3,48,1,79,App,Sul,0
6779,31,2029.57,49,791,0.748,3,0,15900.26,24,0,27,Agência,Norte,0
6780,60,1938.52,1,697,0.193,0,1,5155.5,60,0,14,App,Centro-Oeste,0
6781,18,5223.25,14,633,0.183,0,2,21449.0,24,0,19,Correspondente,Centro-Oeste,0
6782,47,2641.8,41,652,0.379,0,2,8860.26,48,0,15,App,Nordeste,0
6783,44,2646.93,72,714,0.245,0,2,19387.79,12,0,19,Agência,Sudeste,0
6784,26,2467.4,2,525,0.449,0,1,8830.55,24,0,60,Correspondente,Sudeste,0
6785,39,3403.78,87,490,0.361,2,1,5358.3,36,0,16,App,Sudeste,0
6786,42,1732.07,14,842,0.267,2,2,11679.6,36,1,11,App,Centro-Oeste,0
6787,35,4472.03,3,561,0.527,0,0,30792.43,36,0,19,App,Sudeste,0
6788,27,4447.23,18,696,0.465,1,0,35552.4,36,1,21,App,Norte,0
6789,38,2579.99,40,629,0.382,0,0,17277.44,24,0,2,Agência,Sudeste,0
6790,24,1926.71,15,501,0.641,1,0,3577.96,24,1,53,App,Sul,1
6791,42,3467.28,10,776,0.654,0,1,14547.38,24,1,93,App,Sudeste,0
6792,31,2495.31,24,647,0.578,0,0,12874.01,36,1,3,Agência,Sudeste,0
6793,54,4667.28,3,659,0.722,1,0,23438.56,48,1,9,App,Sul,0
6794,34,1704.77,7,639,0.041,1,0,12440.27,24,1,17,App,Sudeste,0
6795,20,1458.25,21,827,0.49,0,1,7952.0,60,0,74,App,Sudeste,0
6796,32,1242.66,40,668,0.172,0,0,9717.98,48,0,13,Correspondente,Centro-Oeste,0
6797,29,5402.06,42,583,0.069,1,1,43807.66,36,0,29,Agência,Sul,0
6798,45,1587.46,185,845,0.291,2,1,10936.89,36,0,250,Agência,Centro-Oeste,0
6799,31,3074.32,13,850,0.319,0,1,17219.65,24,1,37,App,Sudeste,0
6800,45,3791.32,55,600,0.635,0,0,10022.04,60,0,12,Agência,Nordeste,0
6801,50,4833.32,58,841,0.235,1,2,11910.9,12,0,168,Agência,Sul,0
6802,38,6928.8,24,789,0.069,0,0,62300.33,24,0,6,Correspondente,Centro-Oeste,0
6803,37,2566.8,3,648,0.074,0,1,11323.66,48,1,12,Agência,Nordeste,0
6804,31,3396.65,12,510,0.137,0,0,19528.5,12,0,58,App,Sudeste,0
6805,43,2688.21,46,475,0.375,1,1,13694.12,36,1,4,App,Sudeste,0
6806,34,2541.15,8,614,0.1,1,5,19131.5,48,1,45,App,Nordeste,0
6807,48,4079.42,124,694,0.303,0,2,10129.37,12,0,0,Agência,Sul,0
6808,30,2829.99,18,738,0.315,0,0,19294.32,12,0,56,Agência,Sudeste,0
6809,46,2070.56,80,672,0.366,0,2,6436.09,48,1,56,Correspondente,Centro-Oeste,0
6810,29,5258.01,13,836,0.231,1,1,46302.07,60,1,15,App,Nordeste,0
6811,32,1823.83,12,624,0.173,1,1,4008.7,24,0,25,Correspondente,Centro-Oeste,0
6812,29,5363.02,18,612,0.055,0,0,37980.86,48,0,7,Agência,Centro-Oeste,0
6813,56,2969.57,34,582,0.227,0,1,5942.89,36,0,12,Agência,Nordeste,0
6814,60,7002.16,59,744,0.359,0,1,37842.98,12,0,178,Agência,Sudeste,0
6815,24,11761.77,4,635,0.298,1,0,60390.47,48,0,59,App,Sudeste,0
6816,37,1916.68,12,580,0.412,1,1,3050.28,24,0,27,App,Centro-Oeste,0
6817,26,1899.25,65,592,0.355,0,3,3979.87,24,0,41,App,Sudeste,0
6818,38,4712.51,37,781,0.243,0,1,23147.79,36,0,89,App,Sudeste,0
6819,50,6015.73,81,597,0.165,0,0,43930.23,24,0,2,App,Sudeste,1
6820,32,6458.45,70,675,0.173,0,2,32519.51,36,0,15,App,Sudeste,0
6821,36,2098.84,2,617,0.124,0,0,13690.22,24,0,100,App,Sudeste,0
6822,32,4509.58,67,568,0.523,0,0,11626.57,12,0,106,App,Sudeste,0
6823,19,1746.92,75,633,0.569,0,2,13059.59,24,0,4,App,Sul,0
6824,38,6569.4,2,706,0.109,1,1,43482.14,24,1,2,App,Sudeste,0
6825,37,1426.62,13,734,0.314,0,1,8119.71,24,0,13,Correspondente,Sudeste,0
6826,43,17615.53,25,695,0.218,0,0,157063.92,36,0,59,Agência,Sul,0
6827,39,1870.12,45,688,0.331,0,3,11611.54,48,0,12,Correspondente,Nordeste,0
6828,18,6424.01,12,606,0.221,0,1,17825.74,48,1,19,App,Sudeste,0
6829,56,4889.82,20,603,0.264,2,0,41615.15,24,0,14,Agência,Norte,0
6830,28,1943.1,35,790,0.375,1,2,8644.0,24,0,3,App,Norte,0
6831,33,3424.85,35,674,0.255,1,0,7782.65,36,0,6,Agência,Sudeste,0
6832,26,4641.7,29,585,0.059,1,1,22068.55,60,1,3,Agência,Sudeste,0
6833,65,2110.98,66,535,0.475,0,2,13397.51,36,0,112,Agência,Sudeste,0
6834,27,5489.57,210,588,0.124,0,1,35051.87,60,0,35,Correspondente,Norte,0
6835,32,3934.92,12,667,0.142,1,1,27168.79,24,1,30,App,Nordeste,1
6836,36,1224.73,24,669,0.309,1,0,5905.52,24,1,13,App,Nordeste,0
6837,42,3025.8,68,616,0.265,0,2,26683.94,60,0,2,App,Nordeste,0
6838,31,4697.37,28,768,0.605,0,1,41001.4,48,1,2,Agência,Sudeste,0
6839,30,4925.29,63,561,0.534,1,1,39749.42,12,1,16,Agência,Nordeste,0
6840,51,1200.0,33,694,0.117,1,1,2361.24,24,0,45,Agência,Centro-Oeste,0
6841,35,4619.7,25,732,0.079,0,1,14887.14,48,1,14,Agência,Nordeste,0
6842,23,2543.23,10,565,0.679,0,1,12765.46,24,0,10,App,Sul,0
6843,54,1639.16,120,641,0.331,0,1,11771.9,60,0,10,Correspondente,Sudeste,0
6844,39,2862.54,65,638,0.299,0,2,13530.76,24,0,49,Correspondente,Norte,0
6845,36,2220.94,41,725,0.228,0,1,18895.0,12,0,37,Correspondente,Sudeste,0
6846,58,4865.06,61,772,0.208,0,0,19931.76,12,1,55,App,Norte,0
6847,32,3742.94,4,557,0.317,1,1,19499.01,48,0,3,App,Centro-Oeste,0
6848,18,5028.31,5,711,0.366,0,1,23194.06,24,1,52,App,Sul,0
6849,24,5591.14,25,650,0.196,1,1,50135.03,36,1,25,App,Sul,0
6850,47,6988.41,15,600,0.429,0,1,34920.92,36,0,4,App,Sudeste,0
6851,32,8420.19,133,739,0.178,0,2,14065.59,48,1,11,App,Sudeste,0
6852,49,4536.13,2,814,0.059,0,1,32934.2,60,0,41,Agência,Nordeste,0
6853,36,3854.59,40,666,0.245,0,2,31101.85,24,0,49,App,Nordeste,0
6854,37,3654.81,6,575,0.095,1,1,27926.21,12,1,2,Correspondente,Nordeste,1
6855,18,9135.87,15,819,0.481,1,1,52561.49,60,0,73,App,Sudeste,0
6856,47,2605.43,27,582,0.154,0,1,16863.7,24,0,6,Correspondente,Centro-Oeste,0
6857,21,4446.85,69,792,0.636,0,3,8091.57,24,1,17,App,Nordeste,0
6858,18,1533.36,22,645,0.193,0,1,4366.33,24,0,62,App,Norte,0
6859,40,4164.22,73,726,0.103,0,2,19028.52,48,0,70,Correspondente,Sudeste,0
6860,31,1246.09,50,596,0.301,0,3,8448.3,36,0,141,Agência,Centro-Oeste,0
6861,38,3521.55,1,583,0.169,0,2,16610.23,48,0,2,Correspondente,Sudeste,0
6862,35,5521.34,35,558,0.153,0,2,20035.58,12,0,15,App,Norte,0
6863,26,3339.45,1,637,0.399,0,3,10552.21,48,0,10,Correspondente,Sudeste,0
6864,26,5785.99,42,774,0.488,2,0,27398.68,12,1,39,Agência,Centro-Oeste,0
6865,41,3366.51,26,645,0.532,0,3,15095.1,60,0,34,App,Sudeste,0
6866,41,2527.8,23,663,0.247,0,1,4109.07,12,0,29,Agência,Sul,0
6867,48,1419.49,52,733,0.248,0,1,5297.63,12,1,19,Agência,Norte,1
6868,47,9516.96,219,519,0.277,0,2,38888.28,12,0,5,App,Sudeste,1
6869,44,2395.43,13,496,0.453,0,0,5416.87,24,1,6,App,Nordeste,0
6870,34,7833.26,66,595,0.384,2,2,61819.61,12,0,2,App,Centro-Oeste,0
6871,32,3586.05,44,610,0.471,1,1,10087.11,36,0,35,Correspondente,Sudeste,0
6872,45,5503.78,11,627,0.491,0,4,33086.1,48,0,25,Correspondente,Nordeste,0
6873,34,2772.88,55,519,0.056,1,1,20147.28,36,1,14,Agência,Norte,0
6874,37,2156.12,63,736,0.609,1,2,8101.64,12,0,5,App,Nordeste,0
6875,40,4811.05,13,770,0.401,1,1,7325.72,60,0,1,App,Nordeste,0
6876,47,3577.75,33,627,0.053,1,2,11387.42,60,1,35,App,Sul,0
6877,37,6626.87,34,555,0.129,1,1,26883.54,60,0,46,Agência,Sudeste,0
6878,39,7365.03,34,554,0.437,1,0,51383.42,12,1,10,App,Norte,0
6879,51,5101.21,8,712,0.365,0,1,25713.14,24,0,35,App,Sul,0
6880,26,1830.46,20,635,0.327,1,0,2943.63,48,0,31,Correspondente,Sudeste,0
6881,37,8911.4,124,556,0.184,0,2,35087.48,36,0,128,Agência,Sudeste,1
6882,38,2368.13,17,611,0.311,0,1,19063.25,60,0,32,Agência,Centro-Oeste,0
6883,44,2216.05,55,683,0.089,0,1,14113.98,48,1,76,Agência,Nordeste,0
6884,39,4179.36,5,725,0.687,0,2,14871.34,60,1,36,Agência,Sudeste,0
6885,51,6963.21,77,561,0.136,2,0,59181.09,24,0,80,Correspondente,Nordeste,1
6886,40,3147.79,47,659,0.587,0,2,17110.91,48,0,5,App,Norte,0
6887,41,2854.46,151,688,0.371,1,1,7154.49,60,0,14,App,Sudeste,0
6888,30,5631.63,18,752,0.331,0,2,31945.67,36,0,123,Agência,Norte,0
6889,31,4407.47,11,783,0.524,0,0,18029.8,24,0,79,App,Centro-Oeste,0
6890,30,5525.5,86,506,0.028,1,2,13072.63,12,0,36,App,Norte,0
6891,22,5731.6,0,566,0.242,0,1,28464.84,12,0,13,App,Sudeste,0
6892,43,4890.38,53,567,0.53,0,1,37554.01,12,0,110,App,Nordeste,0
6893,51,1200.0,67,698,0.339,0,1,9543.73,24,0,169,Correspondente,Sudeste,1
6894,39,3577.6,42,657,0.409,1,2,10160.24,24,1,7,App,Sudeste,0
6895,35,3267.12,12,596,0.362,2,4,6373.57,12,1,47,Agência,Sudeste,0
6896,26,3479.65,20,512,0.21,0,0,15414.44,12,0,4,App,Centro-Oeste,0
6897,29,3104.29,63,675,0.182,0,2,18750.04,24,0,5,Correspondente,Nordeste,0
6898,59,3876.47,45,595,0.3,0,0,25014.67,48,1,3,App,Sudeste,0
6899,39,2814.62,18,616,0.646,1,2,5661.45,24,0,19,App,Sul,0
6900,51,1984.36,48,792,0.499,1,0,17474.57,24,1,16,App,Sul,0
6901,33,1588.4,31,537,0.286,0,0,12331.89,36,1,2,App,Nordeste,0
6902,52,3535.46,18,614,0.186,1,2,17979.26,12,0,25,App,Sul,0
6903,46,3505.41,11,832,0.177,2,1,24660.32,60,1,18,Correspondente,Norte,0
6904,47,3540.61,28,786,0.422,0,1,23484.45,36,1,75,App,Sudeste,0
6905,28,3748.45,88,611,0.284,0,1,32501.12,24,1,25,Agência,Norte,1
6906,25,6123.68,47,629,0.485,0,0,27250.56,36,0,31,App,Sudeste,0
6907,44,8610.35,46,627,0.17,0,0,68540.36,60,1,13,Correspondente,Norte,0
6908,53,13258.49,3,557,0.564,0,0,118911.96,36,1,63,Correspondente,Sudeste,0
6909,42,3222.67,74,850,0.238,2,2,8651.95,36,0,60,App,Nordeste,0
6910,31,7190.6,90,737,0.048,1,2,11845.83,60,0,24,Correspondente,Centro-Oeste,0
6911,31,3228.24,44,662,0.051,0,0,21081.5,60,1,23,App,Nordeste,0
6912,39,3695.32,63,717,0.115,0,0,31687.58,12,0,58,App,Sudeste,0
6913,27,7321.14,16,666,0.219,0,1,49909.92,24,0,4,Agência,Nordeste,0
6914,42,2953.7,1,690,0.75,1,1,18973.88,24,0,50,Correspondente,Nordeste,0
6915,26,2670.0,15,620,0.219,0,2,8138.27,48,0,3,App,Nordeste,0
6916,28,2693.23,7,510,0.212,1,0,8209.32,36,1,8,App,Norte,0
6917,48,4371.37,19,769,0.213,0,0,26101.99,24,0,20,App,Sul,0
6918,39,3687.5,1,644,0.507,0,0,17891.25,12,0,41,Agência,Sudeste,0
6919,39,2278.02,57,612,0.324,0,0,14558.02,12,1,86,App,Norte,0
6920,38,5032.62,36,682,0.268,0,2,28188.42,48,0,15,App,Sul,0
6921,65,3761.11,14,367,0.662,1,2,6840.79,36,0,39,App,Sudeste,1
6922,60,2888.13,19,564,0.053,0,2,15640.47,24,0,46,Correspondente,Norte,0
6923,62,3222.84,11,601,0.2,0,0,23631.98,24,1,58,Correspondente,Sudeste,1
6924,66,7771.47,61,686,0.141,1,4,19129.62,24,0,23,App,Nordeste,0
6925,42,9261.0,94,656,0.183,1,0,82959.3,36,0,4,Agência,Norte,0
6926,40,5113.81,3,748,0.392,0,2,21474.04,36,0,2,Correspondente,Sudeste,0
6927,41,1336.89,11,689,0.453,0,0,8470.67,36,0,21,Agência,Sudeste,0
6928,60,2626.29,3,850,0.466,0,0,5904.03,24,0,8,Agência,Sudeste,0
6929,44,5048.46,34,585,0.817,0,2,36684.75,12,1,32,App,Sudeste,0
6930,33,2930.38,68,586,0.468,0,0,24151.79,60,0,141,App,Sudeste,0
6931,33,7210.8,74,528,0.366,0,1,42217.75,48,1,16,App,Sul,0
6932,41,3239.33,0,565,0.275,0,0,23631.35,48,1,14,Correspondente,Nordeste,0
6933,39,1200.0,9,706,0.509,0,1,7856.37,36,0,6,App,Sudeste,1
6934,37,1200.0,18,645,0.552,0,2,10512.17,24,0,1,Agência,Sudeste,0
6935,25,3429.94,15,816,0.422,0,2,13375.61,48,1,11,App,Sudeste,0
6936,45,5176.73,19,630,0.12,0,0,26883.7,60,0,16,Agência,Sudeste,0
6937,42,4597.44,39,658,0.195,1,1,15469.75,12,1,18,Correspondente,Sul,0
6938,39,3700.19,74,801,0.158,1,1,22439.83,24,0,22,Agência,Norte,0
6939,40,3715.24,45,684,0.177,1,5,29999.66,24,1,14,App,Sul,0
6940,58,5287.88,38,713,0.145,1,0,9524.46,48,0,22,Agência,Nordeste,0
6941,52,3198.89,1,641,0.079,0,2,28489.28,48,0,42,Agência,Sudeste,0
6942,35,4602.23,0,743,0.008,1,4,17079.3,36,0,26,Correspondente,Sudeste,0
6943,31,4272.19,103,738,0.189,0,1,6535.31,48,0,27,App,Nordeste,0
6944,24,3909.02,98,684,0.252,1,2,23763.73,48,1,16,App,Nordeste,0
6945,24,6520.77,21,571,0.498,1,3,24578.71,12,1,18,Agência,Norte,0
6946,27,5177.53,83,605,0.413,0,0,23084.53,36,0,11,App,Sul,0
6947,37,2909.49,5,524,0.222,0,3,4489.47,36,1,18,App,Centro-Oeste,0
6948,39,2594.93,55,646,0.151,1,2,13202.5,24,0,30,App,Sul,0
6949,52,2819.93,75,549,0.261,0,1,13167.16,24,0,32,Agência,Sudeste,0
6950,18,3092.04,1,695,0.119,1,2,12262.69,48,0,30,Correspondente,Nordeste,0
6951,43,4956.63,10,704,0.403,1,1,23052.06,24,0,14,App,Sudeste,0
6952,30,2410.63,61,583,0.155,0,3,8689.63,48,1,6,Correspondente,Sudeste,0
6953,20,8038.54,24,676,0.286,0,1,52896.36,60,1,41,App,Nordeste,0
6954,30,9065.26,95,602,0.362,0,1,76958.91,48,0,6,Agência,Centro-Oeste,0
6955,45,1375.75,19,661,0.156,0,1,9192.36,60,1,51,App,Sul,0
6956,33,2850.46,101,634,0.33,0,0,11223.94,12,0,30,Correspondente,Nordeste,0
6957,37,5065.84,14,569,0.52,1,1,20845.39,36,0,13,Correspondente,Sul,0
6958,23,1334.79,4,624,0.258,0,1,9090.08,24,0,6,App,Norte,1
6959,45,3601.05,72,732,0.174,0,1,27045.84,24,1,3,App,Sudeste,0
6960,40,2204.45,104,650,0.218,0,0,19332.71,36,0,28,App,Norte,0
6961,37,5311.16,40,743,0.196,1,0,15476.03,36,1,117,Agência,Nordeste,0
6962,25,7814.16,1,562,0.11,1,0,21032.99,48,0,71,Agência,Sudeste,0
6963,29,2720.92,96,603,0.467,0,0,9943.72,24,1,6,Agência,Nordeste,0
6964,50,1999.45,32,840,0.125,0,0,13644.05,36,0,15,App,Centro-Oeste,0
6965,40,5378.1,70,588,0.044,2,4,41440.17,60,0,74,Agência,Sul,0
